"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
MAX,MAX,5340,FRJ1,KRDU,KLGA,,16:33,,
MAX,MAX,5031,FRJ1,KRDU,KMIA,,16:35,,
MAX,MAX,5094,FRJ1,KRDU,KBOS,,16:37,,
VAL,VAL,3857,EJT1,KRDU,KDFW,,16:37,,
DEN,DEN,6079,EJT1,KRDU,KMSP,,16:38,,
MAX,MAX,5403,FRJ1,KRDU,KDCA,,16:41,,
MAX,MAX,6753,FRJ1,KRDU,KJFK,,16:42,,
TAB,TAB,4975,EJT1,KRDU,KLGA,,16:47,,
VAL,VAL,9707,EJT1,KRDU,KDCA,,16:49,,
FRT,FRT,2965,EJT1,KRDU,KLGA,,16:53,,
TAB,TAB,7882,FRJ1,KRDU,KBWI,,16:55,,
VAL,VAL,8393,FRJ1,KRDU,KEWR,,17:02,,
FRT,FRT,8217,EJT1,KRDU,KMCO,,17:03,,
MAX,MAX,4351,FRJ1,KRDU,KEWR,,17:07,,
DEN,DEN,993,EJT1,KRDU,MDPC,,17:11,,
DEN,DEN,5705,FRJ1,KRDU,KJFK,,17:15,,
DEN,DEN,5361,EJT1,KRDU,KTPA,,17:17,,
VAL,VAL,1487,FRJ1,KRDU,KCLT,,17:19,,
TAB,TAB,9585,FRJ1,KRDU,KORD,,17:21,,
VAL,VAL,8592,EJT1,KRDU,KCMH,,17:26,,
MAX,MAX,484,FRJ1,KRDU,KDTW,,17:26,,
MAX,MAX,4087,FRJ1,KRDU,KBNA,,17:28,,
MAX,MAX,5275,FRJ1,KRDU,LFPG,,17:28,,
TAB,TAB,4860,EJT1,KRDU,KMCO,,17:29,,
MAX,MAX,3642,FRJ1,KRDU,LFPG,,17:30,,
VAL,VAL,9610,BTRP,KRDU,KCLT,,17:30,,
VAL,VAL,156,EJT1,KRDU,KBOS,,17:32,,
VAL,VAL,8127,EJT1,KRDU,KMIA,,17:33,,
MAX,MAX,8604,FRJ1,KRDU,KMIA,,17:34,,
MAX,MAX,7075,FRJ1,KRDU,KAUS,,17:35,,
MAX,MAX,8862,FRJ1,KRDU,KDCA,,17:39,,
MAX,MAX,2346,FRJ1,KRDU,KMIA,,17:42,,
TAB,TAB,3410,EJT1,KRDU,KATL,,17:49,,
MAX,MAX,5391,FRJ1,KRDU,KLGA,,18:00,,
MAX,MAX,2822,FRJ1,KRDU,KBNA,,18:00,,
FRT,FRT,8754,EJT1,KRDU,KSEA,,18:02,,
MAX,MAX,6525,FRJ1,KRDU,KHVN,,18:03,,
TAB,TAB,7803,FRJ1,KRDU,KEWR,,18:05,,
TAB,TAB,6977,EJT1,KRDU,KMCO,,18:09,,
MAX,MAX,8826,FRJ1,KRDU,KMSP,,18:12,,
VAL,VAL,218,EJT1,KRDU,KDFW,,18:17,,
VAL,VAL,909,EJT1,KRDU,KJFK,,18:19,,
MAX,MAX,9228,FRJ1,KRDU,KDCA,,18:24,,
MAX,MAX,3299,FRJ1,KRDU,KJFK,,18:27,,
VAL,VAL,47,EJT1,KRDU,KORD,,18:27,,
TAB,TAB,6016,EJT1,KRDU,KMCO,,18:34,,
FRT,FRT,4899,EJT1,KRDU,KMCO,,18:35,,
MAX,MAX,4873,FRJ1,KRDU,KLGA,,18:48,,
VAL,VAL,5862,BTRP,KRDU,KMDW,,18:48,,
TAB,TAB,7845,EJT1,KRDU,KCLT,,18:49,,
MAX,MAX,5711,FRJ1,KRDU,KCLT,,18:49,,
DEN,DEN,9210,EJT1,KRDU,KTPA,,18:57,,
VAL,VAL,5540,EJT1,KRDU,KIAD,,19:05,,
FRT,FRT,6026,EJT1,KRDU,KDCA,,19:07,,
TAB,TAB,5136,FRJ1,KRDU,KBWI,,19:07,,
MAX,MAX,1253,FRJ1,KRDU,KDTW,,19:08,,
DEN,DEN,9755,EJT1,KRDU,KBNA,,19:23,,
VAL,VAL,234,FRJ1,KRDU,KATL,,19:26,,
MAX,MAX,215,FRJ1,KRDU,KATL,,19:34,,
VAL,VAL,6468,EJT1,KRDU,KATL,,19:36,,
MAX,MAX,5247,FRJ1,KRDU,KILM,,19:41,,
MAX,MAX,8625,FRJ1,KRDU,KIAD,,19:54,,
TAB,TAB,6371,EJT1,KRDU,KEWR,,19:56,,
DEN,DEN,2632,EJT1,KRDU,KDCA,,19:58,,
MAX,MAX,4103,FRJ1,KRDU,KMCO,,20:00,,
VAL,VAL,5537,EJT1,KRDU,KMCO,,20:05,,
VAL,VAL,4984,EJT1,KRDU,CYYZ,,20:07,,
MAX,MAX,1530,FRJ1,KRDU,KJFK,,20:08,,
MAX,MAX,2238,FRJ1,KRDU,KDCA,,20:08,,
MAX,MAX,9180,FRJ1,KRDU,KIAH,,20:13,,
MAX,MAX,7557,FRJ1,KRDU,KJFK,,20:19,,
MAX,MAX,4510,FRJ1,KRDU,KBOS,,20:21,,
DEN,DEN,759,FRJ1,KRDU,KATL,,20:22,,
VAL,VAL,8374,EJT1,KRDU,KDCA,,20:30,,
MAX,MAX,9575,FRJ1,KRDU,KDAL,,20:33,,
MAX,MAX,4859,FRJ1,KRDU,KJAX,,20:36,,
DEN,DEN,1977,FRJ1,KRDU,KFLL,,20:39,,
FRT,FRT,4814,EJT1,KRDU,KCLT,,21:03,,
VAL,VAL,7625,EJT1,KRDU,KJFK,,21:04,,
DEN,DEN,4712,EJT1,KRDU,KILM,,21:09,,
MAX,MAX,5283,FRJ1,KRDU,KMIA,,21:30,,
MAX,MAX,2266,FRJ1,KRDU,KATL,,21:31,,
VAL,VAL,759,EJT1,KRDU,KORD,,21:39,,
VAL,VAL,1364,EJT1,KRDU,KMIA,,21:42,,
TAB,TAB,9651,FRJ1,KRDU,KEWR,,21:42,,
MAX,MAX,6805,FRJ1,KRDU,KBWI,,21:44,,
DEN,DEN,7383,EJT1,KRDU,KTPA,,21:49,,
DEN,DEN,255,EJT1,KRDU,KIAH,,21:52,,
TAB,TAB,1569,EJT1,KRDU,KSEA,,21:54,,
TAB,TAB,8999,EJT1,KRDU,KATL,,21:54,,
MAX,MAX,6291,FRJ1,KRDU,KJFK,,21:58,,
VAL,VAL,7588,FRJ1,KRDU,KTLH,,21:58,,
DEN,DEN,510,EJT1,KRDU,MDPC,,22:01,,
TAB,TAB,3580,EJT1,KRDU,KATL,,22:51,,
MAX,MAX,1593,FRJ1,KRDU,KMIA,,23:04,,
MAX,MAX,4537,FRJ1,KRDU,KMIA,,23:07,,
MAX,MAX,6596,FRJ1,KRDU,KORD,,23:21,,
VAL,VAL,9196,EJT1,KRDU,KHPN,,23:35,,
FRT,FRT,4510,EJT1,KRDU,KLGA,,23:41,,
DEN,DEN,1033,EJT1,KRDU,KTPA,,23:56,,
