"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
DEN,DEN,6151,EJT1,KRDU,KDCA,,16:27,,
MAX,MAX,932,FRJ1,KRDU,KDEN,,16:27,,
MAX,MAX,7013,FRJ1,KRDU,KORD,,16:35,,
DEN,DEN,9050,FRJ1,KRDU,KCLT,,16:41,,
MAX,MAX,9090,FRJ1,KRDU,LFPG,,16:42,,
DEN,DEN,5724,EJT1,KRDU,KJFK,,16:48,,
VAL,VAL,6076,EJT1,KRDU,KDCA,,16:53,,
MAX,MAX,6392,FRJ1,KRDU,KIAD,,16:54,,
DEN,DEN,407,EJT1,KRDU,KMIA,,16:55,,
MAX,MAX,7629,FRJ1,KRDU,KPIT,,16:57,,
MAX,MAX,4847,FRJ1,KRDU,KJFK,,17:07,,
MAX,MAX,2941,FRJ1,KRDU,KPIT,,17:09,,
VAL,VAL,845,EJT1,KRDU,KDFW,,17:13,,
TAB,TAB,583,FRJ1,KRDU,KEWR,,17:14,,
DEN,DEN,7444,EJT1,KRDU,KDCA,,17:14,,
DEN,DEN,1953,FRJ1,KRDU,KCLT,,17:17,,
TAB,TAB,6235,EJT1,KRDU,KPIT,,17:17,,
MAX,MAX,1985,FRJ1,KRDU,KMCO,,17:21,,
TAB,TAB,6341,FRJ1,KRDU,KBWI,,17:22,,
DEN,DEN,143,EJT1,KRDU,KDCA,,17:23,,
TAB,TAB,4867,EJT1,KRDU,KATL,,17:31,,
VAL,VAL,1665,EJT1,KRDU,KFLL,,17:33,,
TAB,TAB,6271,EJT1,KRDU,KLAX,,17:34,,
VAL,VAL,2698,BTRP,KRDU,KRDU,,17:34,,
MAX,MAX,4364,FRJ1,KRDU,KLGA,,17:35,,
TAB,TAB,3013,FRJ1,KRDU,KLGA,,17:43,,
DEN,DEN,9971,EJT1,KRDU,KJFK,,17:45,,
MAX,MAX,3780,FRJ1,KRDU,KBNA,,17:48,,
VAL,VAL,4036,BTRP,KRDU,KEWR,,17:53,,
MAX,MAX,1590,FRJ1,KRDU,KECP,,17:55,,
MAX,MAX,1867,FRJ1,KRDU,KEWR,,17:58,,
MAX,MAX,5401,FRJ1,KRDU,KJFK,,17:59,,
TAB,TAB,7252,EJT1,KRDU,KCLT,,18:02,,
MAX,MAX,5519,FRJ1,KRDU,KMCO,,18:04,,
MAX,MAX,6244,FRJ1,KRDU,KORD,,18:06,,
MAX,MAX,3071,FRJ1,KRDU,KJFK,,18:08,,
TAB,TAB,270,FRJ1,KRDU,KORD,,18:11,,
MAX,MAX,3588,FRJ1,KRDU,KORD,,18:16,,
MAX,MAX,8599,FRJ1,KRDU,KATL,,18:19,,
TAB,TAB,4343,EJT1,KRDU,KLGA,,18:27,,
MAX,MAX,7156,FRJ1,KRDU,KPHL,,18:31,,
DEN,DEN,3408,EJT1,KRDU,KMSP,,18:31,,
MAX,MAX,1632,FRJ1,KRDU,KRDU,,18:34,,
FRT,FRT,4002,EJT1,KRDU,KLGA,,18:37,,
MAX,MAX,1786,FRJ1,KRDU,KDEN,,18:37,,
DEN,DEN,5703,FRJ1,KRDU,KJFK,,18:42,,
VAL,VAL,3592,EJT1,KRDU,KPIT,,18:43,,
TAB,TAB,6033,EJT1,KRDU,KMCO,,18:49,,
VAL,VAL,258,EJT1,KRDU,CYUL,,18:54,,
MAX,MAX,9671,FRJ1,KRDU,KJFK,,18:55,,
TAB,TAB,6534,FRJ1,KRDU,KDFW,,18:56,,
MAX,MAX,3401,FRJ1,KRDU,KDCA,,19:00,,
DEN,DEN,6707,FRJ1,KRDU,CYYZ,,19:07,,
FRT,FRT,9460,EJT1,KRDU,KMCO,,19:08,,
FRT,FRT,1289,EJT1,KRDU,KPHL,,19:10,,
TAB,TAB,822,EJT1,KRDU,KMCO,,19:30,,
MAX,MAX,5820,FRJ1,KRDU,KMCO,,19:31,,
DEN,DEN,1647,EJT1,KRDU,KTPA,,19:37,,
VAL,VAL,5661,EJT1,KRDU,KBNA,,19:40,,
VAL,VAL,7845,EJT1,KRDU,KPIT,,19:41,,
DEN,DEN,7753,EJT1,KRDU,KTPA,,19:51,,
DEN,DEN,6561,EJT1,KRDU,KMIA,,19:51,,
MAX,MAX,8805,FRJ1,KRDU,KCLT,,19:53,,
MAX,MAX,9202,FRJ1,KRDU,KAUS,,20:05,,
MAX,MAX,1908,FRJ1,KRDU,KDCA,,20:09,,
VAL,VAL,5828,EJT1,KRDU,KCLT,,20:10,,
MAX,MAX,3478,FRJ1,KRDU,KDCA,,20:12,,
MAX,MAX,7519,FRJ1,KRDU,KIAD,,20:17,,
TAB,TAB,2092,FRJ1,KRDU,KBNA,,20:23,,
MAX,MAX,3483,FRJ1,KRDU,KCLT,,20:27,,
TAB,TAB,469,EJT1,KRDU,KDEN,,20:27,,
MAX,MAX,8195,FRJ1,KRDU,KORD,,20:28,,
MAX,MAX,246,FRJ1,KRDU,KJFK,,20:47,,
DEN,DEN,4026,EJT1,KRDU,KMIA,,20:48,,
VAL,VAL,6713,EJT1,KRDU,KMCO,,20:57,,
MAX,MAX,6925,FRJ1,KRDU,KIAH,,20:57,,
TAB,TAB,6939,FRJ1,KRDU,KBNA,,21:05,,
MAX,MAX,4005,FRJ1,KRDU,KCLT,,21:07,,
TAB,TAB,3766,EJT1,KRDU,KEWR,,21:10,,
MAX,MAX,7797,FRJ1,KRDU,KECP,,21:10,,
MAX,MAX,5808,FRJ1,KRDU,KMIA,,21:12,,
FRT,FRT,9510,EJT1,KRDU,KDCA,,21:13,,
DEN,DEN,4160,EJT1,KRDU,KTPA,,21:18,,
VAL,VAL,7121,EJT1,KRDU,KMCO,,21:35,,
MAX,MAX,8270,FRJ1,KRDU,KLGA,,21:35,,
MAX,MAX,7660,FRJ1,KRDU,KBOS,,21:39,,
VAL,VAL,8720,EJT1,KRDU,KAUS,,21:39,,
DEN,DEN,9911,EJT1,KRDU,KTPA,,21:40,,
FRT,FRT,7402,EJT1,KRDU,KLGA,,21:42,,
DEN,DEN,3477,EJT1,KRDU,KJFK,,21:49,,
TAB,TAB,4916,FRJ1,KRDU,KDFW,,21:56,,
DEN,DEN,7268,EJT1,KRDU,KMSP,,22:21,,
MAX,MAX,4270,FRJ1,KRDU,KMCO,,22:33,,
MAX,MAX,1600,FRJ1,KRDU,KDCA,,23:15,,
MAX,MAX,6031,FRJ1,KRDU,KBNA,,23:21,,
TAB,TAB,1642,FRJ1,KRDU,KBOS,,23:24,,
MAX,MAX,9054,FRJ1,KRDU,KLGA,,23:28,,
MAX,MAX,4625,FRJ1,KRDU,KLGA,,23:31,,
MAX,MAX,6104,FRJ1,KRDU,KAUS,,23:37,,
