"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
"MAX","MAX",4535,"FRJ1","KCMH","KLGA","05:15",,,
"MAX","MAX",4540,"FRJ1","KCMH","KLGA","10:35",,,
"MAX","MAX",4557,"FRJ1","KCMH","KLGA","12:19",,,
"MAX","MAX",4563,"FRJ1","KCMH","KLGA","02:15",,,
"MAX","MAX",3008,"FRJ1","KCMH","KLGA","03:00",,,
"MAX","MAX",3702,"FRJ1","KCMH","KLGA","06:05",,,
"MAX","MAX",3812,"FRJ1","KCMH","KLGA","10:59",,,
"MAX","MAX",4004,"FRJ1","KCMH","KLGA","15:00",,,
"VAL","VAL",5648,"FRJ1","KCMH","KLGA","13:20",,,
"MAX","MAX",5975,"FRJ1","KCMH","KLGA","02:45",,,
"MAX","MAX",5976,"FRJ1","KCMH","KLGA","09:45",,,
"MAX","MAX",6071,"FRJ1","KCMH","KLGA","04:44",,,
"MAX","MAX",6535,"FRJ1","KCMH","KLGA","15:45",,,
"MAX","MAX",4488,"FRJ1","KCRW","KLGA","03:20",,,
"TAB","TAB",2014,"EJT1","KCVG","KLGA","11:59",,,
"MAX","MAX",6378,"FRJ1","KCVG","KLGA","04:59",,,
"MAX","MAX",6379,"FRJ1","KCVG","KLGA","16:35",,,
"MAX","MAX",6384,"FRJ1","KCVG","KLGA","08:20",,,
"MAX","MAX",6764,"FRJ1","KCVG","KLGA","06:35",,,
"MAX","MAX",2438,"FRJ1","KDAY","KLGA","03:00",,,
"MAX","MAX",3679,"FRJ1","KDAY","KLGA","13:16",,,
"MAX","MAX",3802,"FRJ1","KDAY","KLGA","07:39",,,
"LAW","LAW",2158,"EJT1","KDCA","KLGA","01:59",,,
"LAW","LAW",2160,"EJT1","KDCA","KLGA","03:16",,,
"LAW","LAW",2162,"EJT1","KDCA","KLGA","04:14",,,
"LAW","LAW",2164,"EJT1","KDCA","KLGA","05:24",,,
"LAW","LAW",2166,"EJT1","KDCA","KLGA","06:18",,,
"LAW","LAW",2168,"EJT1","KDCA","KLGA","07:11",,,
"LAW","LAW",2170,"EJT1","KDCA","KLGA","08:13",,,
"LAW","LAW",2172,"EJT1","KDCA","KLGA","09:25",,,
"LAW","LAW",2174,"EJT1","KDCA","KLGA","10:25",,,
"LAW","LAW",2176,"EJT1","KDCA","KLGA","11:20",,,
"LAW","LAW",2178,"EJT1","KDCA","KLGA","12:14",,,
"LAW","LAW",2180,"EJT1","KDCA","KLGA","13:22",,,
"LAW","LAW",2182,"EJT1","KDCA","KLGA","14:23",,,
"LAW","LAW",2184,"EJT1","KDCA","KLGA","15:25",,,
"LAW","LAW",2186,"EJT1","KDCA","KLGA","16:29",,,
"LAW","LAW",2188,"EJT1","KDCA","KLGA","17:14",,,
"MAX","MAX",5900,"FRJ1","KDCA","KLGA","02:06",,,
"MAX","MAX",5,"FRJ1","KDCA","KLGA","02:36",,,
"MAX","MAX",5904,"FRJ1","KDCA","KLGA","03:43",,,
"MAX","MAX",5906,"FRJ1","KDCA","KLGA","04:43",,,
"MAX","MAX",5908,"FRJ1","KDCA","KLGA","05:47",,,
"MAX","MAX",5910,"FRJ1","KDCA","KLGA","06:47",,,
"MAX","MAX",5912,"FRJ1","KDCA","KLGA","07:42",,,
"MAX","MAX",5914,"FRJ1","KDCA","KLGA","08:42",,,
"MAX","MAX",5916,"FRJ1","KDCA","KLGA","09:42",,,
"MAX","MAX",5918,"FRJ1","KDCA","KLGA","10:42",,,
"MAX","MAX",5920,"FRJ1","KDCA","KLGA","11:52",,,
"MAX","MAX",5922,"FRJ1","KDCA","KLGA","12:47",,,
"MAX","MAX",5924,"FRJ1","KDCA","KLGA","13:47",,,
"MAX","MAX",5926,"FRJ1","KDCA","KLGA","14:47",,,
"MAX","MAX",5928,"FRJ1","KDCA","KLGA","15:47",,,
"TAB","TAB",310,"EJT1","KDEN","KLGA","11:56",,,
"TAB","TAB",2922,"EJT1","KDEN","KLGA","09:09",,,
"TAB","TAB",6376,"EJT1","KDEN","KLGA","16:59",,,
"TAB","TAB",753,"EJT1","KDEN","KLGA","18:29",,,
"TAB","TAB",776,"EJT1","KDEN","KLGA","13:57",,,
"VAL","VAL",506,"EJT1","KDEN","KLGA","07:49",,,
"VAL","VAL",510,"EJT1","KDEN","KLGA","11:29",,,
"VAL","VAL",516,"EJT1","KDEN","KLGA","15:58",,,
"FRT","FRT",700,"EJT1","KDFW","KLGA","05:30",,,
"FRT","FRT",704,"EJT1","KDFW","KLGA","06:40",,,
"FRT","FRT",708,"EJT1","KDFW","KLGA","07:40",,,
"FRT","FRT",710,"EJT1","KDFW","KLGA","08:30",,,
"FRT","FRT",712,"EJT1","KDFW","KLGA","09:15",,,
"FRT","FRT",720,"EJT1","KDFW","KLGA","10:20",,,
"FRT","FRT",728,"EJT1","KDFW","KLGA","11:20",,,
"FRT","FRT",730,"EJT1","KDFW","KLGA","13:00",,,
"FRT","FRT",6300,"EJT1","KDFW","KLGA","12:40",,,
"FRT","FRT",736,"EJT1","KDFW","KLGA","14:30",,,
"FRT","FRT",738,"EJT1","KDFW","KLGA","15:05",,,
"FRT","FRT",742,"EJT1","KDFW","KLGA","16:00",,,
"FRT","FRT",744,"EJT1","KDFW","KLGA","16:45",,,
"FRT","FRT",762,"EJT1","KDFW","KLGA","17:35",,,
"FRT","FRT",766,"EJT1","KDFW","KLGA","18:25",,,
"MAX","MAX",4426,"FRJ1","KDTW","KLGA","13:55",,,
"MAX","MAX",4434,"FRJ1","KDTW","KLGA","11:49",,,
"MAX","MAX",4554,"FRJ1","KDTW","KLGA","09:15",,,
"MAX","MAX",4697,"FRJ1","KDTW","KLGA","02:45",,,
"TAB","TAB",18,"EJT1","KDTW","KLGA","10:38",,,
"TAB","TAB",158,"EJT1","KDTW","KLGA","16:30",,,
"TAB","TAB",722,"EJT1","KDTW","KLGA","18:15",,,
"TAB","TAB",1548,"EJT1","KDTW","KLGA","14:35",,,
"TAB","TAB",1748,"EJT1","KDTW","KLGA","05:24",,,
"TAB","TAB",1848,"EJT1","KDTW","KLGA","04:17",,,
"TAB","TAB",1948,"EJT1","KDTW","KLGA","08:59",,,
"TAB","TAB",2048,"EJT1","KDTW","KLGA","06:45",,,
"TAB","TAB",2248,"EJT1","KDTW","KLGA","12:12",,,
"DEN","DEN",316,"EJT1","KDTW","KLGA","04:00",,,
"DEN","DEN",347,"EJT1","KDTW","KLGA","12:50",,,
"TAB","TAB",1498,"EJT1","KFLL","KLGA","04:56",,,
"TAB","TAB",1698,"EJT1","KFLL","KLGA","08:58",,,
"TAB","TAB",1798,"EJT1","KFLL","KLGA","12:54",,,
"TAB","TAB",1898,"EJT1","KFLL","KLGA","17:00",,,
"DEN","DEN",174,"EJT1","KFLL","KLGA","14:00",,,
"DEN","DEN",180,"EJT1","KFLL","KLGA","10:03",,,
"DEN","DEN",604,"EJT1","KFLL","KLGA","05:00",,,
"DEN","DEN",710,"EJT1","KFLL","KLGA","17:49",,,
"DEN","DEN",758,"EJT1","KFLL","KLGA","07:30",,,
"DEN","DEN",808,"EJT1","KFLL","KLGA","02:49",,,
"VAL","VAL",370,"EJT1","KFLL","KLGA","03:47",,,
"VAL","VAL",372,"EJT1","KFLL","KLGA","07:30",,,
"VAL","VAL",376,"EJT1","KFLL","KLGA","10:31",,,
"VAL","VAL",378,"EJT1","KFLL","KLGA","16:00",,,
"VAL","VAL",382,"EJT1","KFLL","KLGA","18:05",,,
"MAX","MAX",6059,"FRJ1","KGRR","KLGA","03:50",,,
"MAX","MAX",3004,"FRJ1","KGSO","KLGA","03:30",,,
"MAX","MAX",3006,"FRJ1","KGSO","KLGA","09:14",,,
"MAX","MAX",3018,"FRJ1","KGSO","KLGA","07:27",,,
"MAX","MAX",3060,"FRJ1","KGSO","KLGA","14:30",,,
"MAX","MAX",3620,"FRJ1","KGSO","KLGA","11:59",,,
"MAX","MAX",3708,"FRJ1","KGSO","KLGA","02:02",,,
"MAX","MAX",4088,"FRJ1","KGSO","KLGA","04:29",,,
"DEN","DEN",3932,"FRJ1","KGSP","KLGA","03:30",,,
"VAL","VAL",7096,"FRJ1","KIAD","KLGA","14:00",,,
"VAL","VAL",7136,"FRJ1","KIAD","KLGA","04:30",,,
"MAX","MAX",7291,"FRJ1","KIAD","KLGA","03:11",,,
"LAW","LAW",7636,"FRJ1","KIAD","KLGA","18:11",,,
"LAW","LAW",7681,"FRJ1","KIAD","KLGA","08:47",,,
"DEN","DEN",232,"EJT1","KIAH","KLGA","08:30",,,
"DEN","DEN",332,"EJT1","KIAH","KLGA","07:29",,,
"DEN","DEN",432,"EJT1","KIAH","KLGA","10:25",,,
"DEN","DEN",532,"EJT1","KIAH","KLGA","13:01",,,
"DEN","DEN",632,"EJT1","KIAH","KLGA","15:45",,,
"DEN","DEN",732,"EJT1","KIAH","KLGA","18:18",,,
"DEN","DEN",661,"EJT1","KIAH","KLGA","17:03",,,
"DEN","DEN",1832,"EJT1","KIAH","KLGA","10:59",,,
"MAX","MAX",3010,"FRJ1","KILM","KLGA","03:00",,,
"MAX","MAX",3012,"FRJ1","KILM","KLGA","16:00",,,
"MAX","MAX",3078,"FRJ1","KILM","KLGA","08:49",,,
"MAX","MAX",5968,"FRJ1","KIND","KLGA","05:04",,,
"MAX","MAX",5988,"FRJ1","KIND","KLGA","10:55",,,
"MAX","MAX",6663,"FRJ1","KIND","KLGA","15:15",,,
"MAX","MAX",6761,"FRJ1","KIND","KLGA","12:48",,,
"TAB","TAB",890,"EJT1","KIND","KLGA","05:30",,,
"TAB","TAB",896,"EJT1","KIND","KLGA","10:49",,,
"TGB","TGB",4144,"BTRP","KITH","KLGA","02:00",,,
"TGB","TGB",4153,"BTRP","KITH","KLGA","06:30",,,
"TGB","TGB",4164,"BTRP","KITH","KLGA","09:19",,,
"TGB","TGB",4184,"BTRP","KITH","KLGA","15:30",,,
"TAB","TAB",2366,"EJT1","KJAX","KLGA","04:59",,,
"MAX","MAX",6515,"FRJ1","KJAX","KLGA","14:30",,,
"DEN","DEN",3873,"FRJ1","KLEX","KLGA","15:45",,,
"DEN","DEN",4292,"FRJ1","KLWB","KLGA","12:10",,,
"VAL","VAL",5829,"FRJ1","KMCI","KLGA","14:15",,,
"MAX","MAX",4726,"FRJ1","KMCI","KLGA","08:59",,,
"MAX","MAX",983,"FRJ1","KMCI","KLGA","17:03",,,
"MAX","MAX",6271,"FRJ1","KMCI","KLGA","06:06",,,
"MAX","MAX",1580,"FRJ1","KMCI","KLGA","05:50",,,
"MAX","MAX",1582,"FRJ1","KMCI","KLGA","14:29",,,
"MAX","MAX",1990,"FRJ1","KMCI","KLGA","16:59",,,
"TAB","TAB",1876,"EJT1","KMCO","KLGA","12:40",,,
"TAB","TAB",1976,"EJT1","KMCO","KLGA","17:14",,,
"TAB","TAB",2076,"EJT1","KMCO","KLGA","08:49",,,
"TAB","TAB",2276,"EJT1","KMCO","KLGA","04:29",,,
"VAL","VAL",390,"EJT1","KMCO","KLGA","09:01",,,
"VAL","VAL",392,"EJT1","KMCO","KLGA","12:36",,,
"VAL","VAL",394,"EJT1","KMCO","KLGA","16:52",,,
"VAL","VAL",6249,"EJT1","KMDW","KLGA","18:25",,,
"VAL","VAL",5264,"EJT1","KMDW","KLGA","16:35",,,
"VAL","VAL",1048,"EJT1","KMDW","KLGA","06:20",,,
"VAL","VAL",701,"EJT1","KMDW","KLGA","07:50",,,
"VAL","VAL",940,"EJT1","KMDW","KLGA","12:50",,,
"TAB","TAB",2352,"EJT1","KMEM","KLGA","17:35",,,
"TAB","TAB",2660,"EJT1","KMEM","KLGA","07:15",,,
"TAB","TAB",2736,"EJT1","KMEM","KLGA","13:11",,,
"VAL","VAL",4660,"BTRP","KMHT","KLGA","02:30",,,
"VAL","VAL",4663,"BTRP","KMHT","KLGA","06:25",,,
"VAL","VAL",4665,"BTRP","KMHT","KLGA","10:10",,,
"VAL","VAL",4667,"BTRP","KMHT","KLGA","13:59",,,
"FRT","FRT",816,"EJT1","KMIA","KLGA","11:55",,,
"FRT","FRT",866,"EJT1","KMIA","KLGA","13:55",,,
"FRT","FRT",1114,"EJT1","KMIA","KLGA","04:00",,,
"FRT","FRT",1124,"EJT1","KMIA","KLGA","07:55",,,
"FRT","FRT",3444,"EJT1","KMIA","KLGA","18:00",,,
"FRT","FRT",1256,"EJT1","KMIA","KLGA","05:55",,,
"FRT","FRT",964,"EJT1","KMIA","KLGA","14:59",,,
"FRT","FRT",1876,"EJT1","KMIA","KLGA","16:25",,,
"FRT","FRT",2036,"EJT1","KMIA","KLGA","10:30",,,
"TAB","TAB",3985,"EJT1","KMKE","KLGA","16:59",,,
"TAB","TAB",351,"EJT1","KMKE","KLGA","06:00",,,
"TAB","TAB",507,"EJT1","KMKE","KLGA","08:03",,,
"TAB","TAB",509,"EJT1","KMKE","KLGA","13:13",,,
"TAB","TAB",512,"EJT1","KMKE","KLGA","11:29",,,
"VAL","VAL",976,"EJT1","KMKE","KLGA","14:19",,,
"MAX","MAX",1503,"FRJ1","KMKE","KLGA","12:05",,,
"MAX","MAX",1509,"FRJ1","KMKE","KLGA","17:54",,,
"MAX","MAX",1980,"FRJ1","KMKE","KLGA","05:50",,,
"MAX","MAX",6766,"FRJ1","KMSN","KLGA","12:45",,,
"TAB","TAB",1496,"EJT1","KMSP","KLGA","11:49",,,
"TAB","TAB",1596,"EJT1","KMSP","KLGA","17:48",,,
"TAB","TAB",1796,"EJT1","KMSP","KLGA","10:05",,,
"TAB","TAB",1996,"EJT1","KMSP","KLGA","05:59",,,
"TAB","TAB",2096,"EJT1","KMSP","KLGA","08:46",,,
"TAB","TAB",2196,"EJT1","KMSP","KLGA","14:19",,,
"TAB","TAB",2296,"EJT1","KMSP","KLGA","16:12",,,
"TAB","TAB",2183,"EJT1","KMSY","KLGA","10:50",,,
"TAB","TAB",2452,"EJT1","KMSY","KLGA","05:59",,,
"VAL","VAL",4650,"BTRP","KMVY","KLGA","02:35",,,
"VAL","VAL",4653,"BTRP","KMVY","KLGA","06:29",,,
"VAL","VAL",4655,"BTRP","KMVY","KLGA","10:10",,,
"VAL","VAL",4657,"BTRP","KMVY","KLGA","13:45",,,
"DEN","DEN",300,"EJT1","KMYR","KLGA","06:05",,,
"DEN","DEN",382,"EJT1","KMYR","KLGA","15:14",,,
"DEN","DEN",6486,"EJT1","KMYR","KLGA","09:00",,,
"DEN","DEN",302,"EJT1","KMYR","KLGA","10:59",,,
"MAX","MAX",6426,"FRJ1","KOMA","KLGA","05:58",,,
"FRT","FRT",336,"EJT1","KORD","KLGA","18:30",,,
"FRT","FRT",346,"EJT1","KORD","KLGA","17:20",,,
"FRT","FRT",348,"EJT1","KORD","KLGA","17:15",,,
"FRT","FRT",1395,"EJT1","KORD","KLGA","16:20",,,
"FRT","FRT",5798,"EJT1","KORD","KLGA","15:50",,,
"FRT","FRT",356,"EJT1","KORD","KLGA","14:59",,,
"FRT","FRT",358,"EJT1","KORD","KLGA","13:45",,,
"FRT","FRT",360,"EJT1","KORD","KLGA","12:55",,,
"FRT","FRT",2026,"EJT1","KORD","KLGA","11:45",,,
"FRT","FRT",370,"EJT1","KORD","KLGA","10:40",,,
"FRT","FRT",374,"EJT1","KORD","KLGA","10:15",,,
"FRT","FRT",378,"EJT1","KORD","KLGA","08:55",,,
"FRT","FRT",380,"EJT1","KORD","KLGA","07:29",,,
"FRT","FRT",382,"EJT1","KORD","KLGA","07:00",,,
"FRT","FRT",386,"EJT1","KORD","KLGA","06:30",,,
"FRT","FRT",394,"EJT1","KORD","KLGA","04:59",,,
"FRT","FRT",398,"EJT1","KORD","KLGA","04:10",,,
"MAX","MAX",974,"FRJ1","KORD","KLGA","05:16",,,
"MAX","MAX",5934,"FRJ1","KORD","KLGA","06:16",,,
"MAX","MAX",993,"FRJ1","KORD","KLGA","07:16",,,
"MAX","MAX",5938,"FRJ1","KORD","KLGA","09:19",,,
"MAX","MAX",5940,"FRJ1","KORD","KLGA","10:19",,,
"MAX","MAX",802,"FRJ1","KORD","KLGA","12:19",,,
"MAX","MAX",326,"FRJ1","KORD","KLGA","13:23",,,
"MAX","MAX",7943,"FRJ1","KORD","KLGA","14:25",,,
"MAX","MAX",7200,"FRJ1","KORD","KLGA","15:23",,,
"MAX","MAX",58,"FRJ1","KORD","KLGA","16:30",,,
"MAX","MAX",5952,"FRJ1","KORD","KLGA","18:08",,,
"TAB","TAB",234,"EJT1","KORD","KLGA","06:35",,,
"TAB","TAB",536,"EJT1","KORD","KLGA","05:11",,,
"TAB","TAB",668,"EJT1","KORD","KLGA","04:10",,,
"TAB","TAB",672,"EJT1","KORD","KLGA","06:10",,,
"TAB","TAB",674,"EJT1","KORD","KLGA","07:15",,,
"TAB","TAB",676,"EJT1","KORD","KLGA","08:10",,,
"TAB","TAB",678,"EJT1","KORD","KLGA","09:17",,,
"TAB","TAB",680,"EJT1","KORD","KLGA","10:19",,,
"TAB","TAB",6572,"EJT1","KORD","KLGA","11:13",,,
"TAB","TAB",684,"EJT1","KORD","KLGA","12:19",,,
"TAB","TAB",433,"EJT1","KORD","KLGA","13:19",,,
"TAB","TAB",8083,"EJT1","KORD","KLGA","14:19",,,
"TAB","TAB",690,"EJT1","KORD","KLGA","15:13",,,
"TAB","TAB",692,"EJT1","KORD","KLGA","15:44",,,
"TAB","TAB",7067,"EJT1","KORD","KLGA","18:35",,,
"TAB","TAB",696,"EJT1","KORD","KLGA","17:13",,,
"TAB","TAB",836,"EJT1","KORD","KLGA","16:13",,,
"MAX","MAX",2352,"FRJ1","KORF","KLGA","12:29",,,
"MAX","MAX",4,"FRJ1","KORF","KLGA","14:30",,,
"MAX","MAX",3808,"FRJ1","KORF","KLGA","03:30",,,
"MAX","MAX",3870,"FRJ1","KORF","KLGA","09:55",,,
"MAX","MAX",4042,"FRJ1","KORF","KLGA","01:40",,,
"TGB","TGB",4426,"BTRP","KORF","KLGA","07:30",,,
"DEN","DEN",3658,"FRJ1","KORF","KLGA","15:40",,,
"DEN","DEN",3799,"FRJ1","KORF","KLGA","04:05",,,
"DEN","DEN",3920,"FRJ1","KORF","KLGA","07:15",,,
"MAX","MAX",6332,"FRJ1","KORF","KLGA","10:15",,,
"TAB","TAB",1142,"EJT1","KPBI","KLGA","17:00",,,
"TAB","TAB",2395,"EJT1","KPBI","KLGA","09:20",,,
"TAB","TAB",2534,"EJT1","KPBI","KLGA","13:27",,,
"VAL","VAL",366,"EJT1","KPBI","KLGA","15:17",,,
"TAB","TAB",7965,"EJT1","KPHF","KLGA","14:18",,,
"TAB","TAB",642,"EJT1","KPHF","KLGA","04:00",,,
"DEN","DEN",616,"FRJ1","KPHL","KLGA","18:42",,,
"MAX","MAX",2448,"FRJ1","KPHL","KLGA","13:45",,,
"MAX","MAX",3044,"FRJ1","KPHL","KLGA","15:00",,,
"MAX","MAX",3716,"FRJ1","KPHL","KLGA","01:51",,,
"TGB","TGB",4146,"BTRP","KPHL","KLGA","08:15",,,
"TGB","TGB",4194,"BTRP","KPHL","KLGA","09:50",,,
"TGB","TGB",4220,"BTRP","KPHL","KLGA","08:28",,,
"TGB","TGB",4222,"BTRP","KPHL","KLGA","10:45",,,
"TGB","TGB",4282,"BTRP","KPHL","KLGA","03:42",,,
"TGB","TGB",4284,"BTRP","KPHL","KLGA","04:00",,,
"TGB","TGB",4308,"BTRP","KPHL","KLGA","11:00",,,
"TGB","TGB",4311,"BTRP","KPHL","KLGA","04:51",,,
"TGB","TGB",4316,"BTRP","KPHL","KLGA","15:15",,,
"TGB","TGB",4332,"BTRP","KPHL","KLGA","03:06",,,
"TGB","TGB",4370,"BTRP","KPHL","KLGA","11:58",,,
"TGB","TGB",4388,"BTRP","KPHL","KLGA","07:52",,,
"TGB","TGB",4496,"BTRP","KPHL","KLGA","02:43",,,
"TGB","TGB",4518,"BTRP","KPHL","KLGA","07:21",,,
"TGB","TGB",4554,"BTRP","KPHL","KLGA","04:31",,,
"TGB","TGB",4582,"BTRP","KPHL","KLGA","12:59",,,
"TGB","TGB",4584,"BTRP","KPHL","KLGA","11:15",,,
"TGB","TGB",4602,"BTRP","KPHL","KLGA","17:32",,,
"TGB","TGB",4624,"BTRP","KPHL","KLGA","16:19",,,
"MAX","MAX",3104,"FRJ1","KPIT","KLGA","08:00",,,
"MAX","MAX",3306,"FRJ1","KPIT","KLGA","14:13",,,
"MAX","MAX",3356,"FRJ1","KPIT","KLGA","01:54",,,
"MAX","MAX",3596,"FRJ1","KPIT","KLGA","10:27",,,
"MAX","MAX",3622,"FRJ1","KPIT","KLGA","12:51",,,
"MAX","MAX",700,"FRJ1","KPIT","KLGA","05:29",,,
"MAX","MAX",3804,"FRJ1","KPIT","KLGA","04:00",,,
"MAX","MAX",4036,"FRJ1","KPIT","KLGA","16:00",,,
"TGB","TGB",111,"BTRP","KPVD","KLGA","12:22",,,
"TGB","TGB",465,"BTRP","KPVD","KLGA","01:42",,,
"TGB","TGB",4568,"BTRP","KPVD","KLGA","06:45",,,
"MAX","MAX",3559,"FRJ1","KPWM","KLGA","12:29",,,
"MAX","MAX",832,"FRJ1","KPWM","KLGA","09:56",,,
"MAX","MAX",256,"FRJ1","KPWM","KLGA","07:38",,,
"MAX","MAX",3973,"FRJ1","KPWM","KLGA","03:00",,,
"TGB","TGB",4321,"BTRP","KPWM","KLGA","15:00",,,
"DEN","DEN",4069,"FRJ1","KPWM","KLGA","03:45",,,
"DEN","DEN",760,"FRJ1","KPWM","KLGA","08:29",,,
"DEN","DEN",849,"FRJ1","KPWM","KLGA","14:30",,,
"MAX","MAX",4410,"FRJ1","KRDU","KLGA","04:40",,,
"MAX","MAX",4422,"FRJ1","KRDU","KLGA","06:20",,,
"MAX","MAX",4427,"FRJ1","KRDU","KLGA","03:40",,,
"MAX","MAX",4445,"FRJ1","KRDU","KLGA","16:45",,,
"MAX","MAX",4475,"FRJ1","KRDU","KLGA","15:45",,,
"MAX","MAX",4594,"FRJ1","KRDU","KLGA","12:30",,,
"MAX","MAX",4597,"FRJ1","KRDU","KLGA","10:50",,,
"MAX","MAX",4598,"FRJ1","KRDU","KLGA","14:40",,,
"MAX","MAX",4629,"FRJ1","KRDU","KLGA","02:35",,,
"MAX","MAX",4647,"FRJ1","KRDU","KLGA","08:20",,,
"MAX","MAX",3048,"FRJ1","KRDU","KLGA","14:23",,,
"MAX","MAX",930,"FRJ1","KRDU","KLGA","05:52",,,
"MAX","MAX",506,"FRJ1","KRDU","KLGA","09:59",,,
"MAX","MAX",3980,"FRJ1","KRDU","KLGA","03:28",,,
"MAX","MAX",4002,"FRJ1","KRDU","KLGA","06:55",,,
"MAX","MAX",4012,"FRJ1","KRDU","KLGA","02:30",,,
"MAX","MAX",6277,"FRJ1","KRDU","KLGA","11:45",,,
"MAX","MAX",6513,"FRJ1","KRDU","KLGA","04:06",,,
"MAX","MAX",6521,"FRJ1","KRDU","KLGA","09:31",,,
"MAX","MAX",6523,"FRJ1","KRDU","KLGA","15:00",,,
"MAX","MAX",6773,"FRJ1","KRDU","KLGA","06:29",,,
"MAX","MAX",2594,"FRJ1","KRIC","KLGA","16:15",,,
"MAX","MAX",3064,"FRJ1","KRIC","KLGA","11:09",,,
"MAX","MAX",410,"FRJ1","KRIC","KLGA","05:41",,,
"MAX","MAX",3698,"FRJ1","KRIC","KLGA","03:00",,,
"MAX","MAX",3722,"FRJ1","KRIC","KLGA","06:48",,,
"MAX","MAX",3908,"FRJ1","KRIC","KLGA","12:17",,,
"MAX","MAX",5985,"FRJ1","KRIC","KLGA","13:50",,,
"MAX","MAX",43,"FRJ1","KRIC","KLGA","07:55",,,
"MAX","MAX",973,"FRJ1","KRIC","KLGA","10:30",,,
"MAX","MAX",6061,"FRJ1","KRIC","KLGA","02:32",,,
"TGB","TGB",4148,"BTRP","KROA","KLGA","07:44",,,
"TGB","TGB",4158,"BTRP","KROA","KLGA","13:53",,,
"TGB","TGB",4598,"BTRP","KROA","KLGA","03:35",,,
"MAX","MAX",3810,"FRJ1","KROC","KLGA","07:32",,,
"TGB","TGB",4192,"BTRP","KROC","KLGA","02:38",,,
"TGB","TGB",94,"BTRP","KROC","KLGA","09:06",,,
"TGB","TGB",4437,"BTRP","KROC","KLGA","09:58",,,
"TGB","TGB",4597,"BTRP","KROC","KLGA","05:55",,,
"TGB","TGB",4627,"BTRP","KROC","KLGA","14:05",,,
"TAB","TAB",2548,"EJT1","KRSW","KLGA","11:45",,,
"DEN","DEN",4046,"FRJ1","KSAV","KLGA","09:50",,,
"VAL","VAL",5701,"FRJ1","KSAV","KLGA","05:04",,,
"MAX","MAX",862,"FRJ1","KSAV","KLGA","15:45",,,
"MAX","MAX",786,"FRJ1","KSDF","KLGA","08:25",,,
"MAX","MAX",3080,"FRJ1","KSDF","KLGA","04:28",,,
"MAX","MAX",3688,"FRJ1","KSDF","KLGA","15:00",,,
"FRT","FRT",1060,"EJT1","KSTL","KLGA","17:25",,,
"FRT","FRT",1104,"EJT1","KSTL","KLGA","12:15",,,
"FRT","FRT",1152,"EJT1","KSTL","KLGA","09:40",,,
"FRT","FRT",2028,"EJT1","KSTL","KLGA","05:00",,,
"VAL","VAL",5812,"FRJ1","KSTL","KLGA","09:20",,,
"VAL","VAL",5814,"FRJ1","KSTL","KLGA","12:15",,,
"MAX","MAX",792,"FRJ1","KSTL","KLGA","17:29",,,
"MAX","MAX",6256,"FRJ1","KSTL","KLGA","05:16",,,
"MAX","MAX",592,"FRJ1","KSYR","KLGA","09:29",,,
"MAX","MAX",483,"FRJ1","KSYR","KLGA","11:19",,,
"TGB","TGB",4147,"BTRP","KSYR","KLGA","15:30",,,
"TGB","TGB",4439,"BTRP","KSYR","KLGA","05:26",,,
"TGB","TGB",4493,"BTRP","KSYR","KLGA","02:30",,,
"TAB","TAB",2552,"EJT1","KTPA","KLGA","16:16",,,
"TAB","TAB",2752,"EJT1","KTPA","KLGA","10:45",,,
"TAB","TAB",2952,"EJT1","KTPA","KLGA","05:40",,,
"DEN","DEN",3668,"FRJ1","KTYS","KLGA","02:59",,,
"DEN","DEN",3769,"FRJ1","KTYS","KLGA","09:25",,,
"MAX","MAX",4500,"FRJ1","KXNA","KLGA","16:55",,,
"MAX","MAX",4512,"FRJ1","KXNA","KLGA","06:30",,,
"MAX","MAX",4573,"FRJ1","KXNA","KLGA","09:40",,,
"MAX","MAX",738,"FRJ1","CYHZ","KLGA","10:49",,,
"TAB","TAB",7730,"FRJ1","CYOW","KLGA","02:50",,,
"TAB","TAB",7732,"FRJ1","CYOW","KLGA","10:00",,,
"TAB","TAB",7734,"FRJ1","CYOW","KLGA","14:15",,,
"MAX","MAX",4405,"FRJ1","CYUL","KLGA","05:10",,,
"MAX","MAX",4411,"FRJ1","CYUL","KLGA","11:55",,,
"MAX","MAX",4515,"FRJ1","CYUL","KLGA","16:00",,,
"MAX","MAX",4521,"FRJ1","CYUL","KLGA","03:05",,,
"TAB","TAB",740,"FRJ1","CYUL","KLGA","03:10",,,
"TAB","TAB",742,"FRJ1","CYUL","KLGA","05:18",,,
"TAB","TAB",744,"FRJ1","CYUL","KLGA","06:59",,,
"TAB","TAB",746,"FRJ1","CYUL","KLGA","09:57",,,
"TAB","TAB",748,"FRJ1","CYUL","KLGA","11:57",,,
"TAB","TAB",750,"FRJ1","CYUL","KLGA","14:18",,,
"TAB","TAB",752,"FRJ1","CYUL","KLGA","16:20",,,
"MAX","MAX",4453,"FRJ1","CYYZ","KLGA","16:00",,,
"MAX","MAX",4465,"FRJ1","CYYZ","KLGA","14:00",,,
"MAX","MAX",4467,"FRJ1","CYYZ","KLGA","15:00",,,
"MAX","MAX",4494,"FRJ1","CYYZ","KLGA","07:59",,,
