"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
TAB,TAB,9148,EJT1,KJFK,KRDU,21:25,,,
TAB,TAB,6706,FRJ1,KBNA,KRDU,21:27,,,
MAX,MAX,5004,FRJ1,KLAS,KRDU,21:28,,,
VAL,VAL,6603,FRJ1,KBNA,KRDU,21:29,,,
MAX,MAX,1508,FRJ1,KDCA,KRDU,21:31,,,
VAL,VAL,4230,EJT1,KDCA,KRDU,21:31,,,
MAX,MAX,8138,FRJ1,KSFO,KRDU,21:31,,,
VAL,VAL,3519,FRJ1,KBOS,KRDU,21:32,,,
VAL,VAL,8227,BTRP,KBOS,KRDU,21:33,,,
MAX,MAX,3241,FRJ1,KBOS,KRDU,21:34,,,
MAX,MAX,1168,FRJ1,KMIA,KRDU,21:34,,,
MAX,MAX,3649,FRJ1,KIAD,KRDU,21:35,,,
MAX,MAX,1481,FRJ1,KRDU,KRDU,21:35,,,
MAX,MAX,2065,FRJ1,BIKF,KRDU,21:35,,,
MAX,MAX,593,FRJ1,KMIA,KRDU,21:35,,,
MAX,MAX,8774,FRJ1,KHVN,KRDU,21:36,,,
MAX,MAX,9770,FRJ1,KBOS,KRDU,21:37,,,
MAX,MAX,2194,FRJ1,KIAD,KRDU,21:37,,,
VAL,VAL,4420,FRJ1,KFLL,KRDU,21:38,,,
MAX,MAX,3968,FRJ1,KCLT,KRDU,21:39,,,
DEN,DEN,7176,EJT1,KBNA,KRDU,21:39,,,
MAX,MAX,5271,FRJ1,KDTW,KRDU,21:43,,,
TAB,TAB,6088,EJT1,KLGA,KRDU,21:43,,,
MAX,MAX,9303,FRJ1,KCLT,KRDU,21:45,,,
FRT,FRT,9475,EJT1,KLGA,KRDU,21:45,,,
MAX,MAX,7445,FRJ1,KMIA,KRDU,21:45,,,
MAX,MAX,2291,FRJ1,KDFW,KRDU,21:46,,,
VAL,VAL,7861,BTRP,KCLT,KRDU,21:46,,,
MAX,MAX,6555,FRJ1,KJFK,KRDU,21:48,,,
VAL,VAL,9721,FRJ1,KFLL,KRDU,21:48,,,
FRT,FRT,9929,EJT1,KJFK,KRDU,21:48,,,
VAL,VAL,2804,EJT1,KPIT,KRDU,21:50,,,
MAX,MAX,1049,FRJ1,KBOS,KRDU,21:53,,,
MAX,MAX,1029,FRJ1,KBOS,KRDU,21:54,,,
MAX,MAX,7906,FRJ1,KORD,KRDU,21:54,,,
VAL,VAL,2603,EJT1,KPIT,KRDU,21:54,,,
VAL,VAL,7819,EJT1,KAUS,KRDU,21:56,,,
VAL,VAL,1886,EJT1,KPIT,KRDU,21:57,,,
MAX,MAX,2128,FRJ1,KBOS,KRDU,21:59,,,
VAL,VAL,5385,BTRP,KCLT,KRDU,22:01,,,
VAL,VAL,3411,EJT1,KMCO,KRDU,22:01,,,
MAX,MAX,3520,FRJ1,KBOS,KRDU,22:01,,,
VAL,VAL,3478,EJT1,KPHX,KRDU,22:01,,,
VAL,VAL,4469,EJT1,KBOS,KRDU,22:05,,,
VAL,VAL,5172,FRJ1,KEWR,KRDU,22:05,,,
MAX,MAX,4330,FRJ1,KBWI,KRDU,22:06,,,
MAX,MAX,3747,FRJ1,KMIA,KRDU,22:06,,,
TAB,TAB,3494,FRJ1,KEWR,KRDU,22:07,,,
MAX,MAX,4159,FRJ1,KSFO,KRDU,22:07,,,
TAB,TAB,5507,FRJ1,KLGA,KRDU,22:08,,,
FRT,FRT,9594,EJT1,KPHF,KRDU,22:08,,,
MAX,MAX,5181,FRJ1,KMIA,KRDU,22:10,,,
MAX,MAX,9530,FRJ1,KEWR,KRDU,22:10,,,
MAX,MAX,7504,FRJ1,KBWI,KRDU,22:10,,,
VAL,VAL,1333,FRJ1,KCLT,KRDU,22:13,,,
MAX,MAX,5419,FRJ1,KMLI,KRDU,22:13,,,
MAX,MAX,4927,FRJ1,KTPA,KRDU,22:13,,,
MAX,MAX,8662,FRJ1,KDTW,KRDU,22:13,,,
FRT,FRT,3261,AJT0,KJFK,KRDU,22:14,,,
MAX,MAX,1228,FRJ1,KAUS,KRDU,22:14,,,
VAL,VAL,367,EJT1,KCLT,KRDU,22:15,,,
TAB,TAB,6685,EJT1,KDEN,KRDU,22:15,,,
MAX,MAX,5001,FRJ1,KATL,KRDU,22:16,,,
DEN,DEN,1239,EJT1,KEWR,KRDU,22:17,,,
VAL,VAL,6732,EJT1,KDCA,KRDU,22:18,,,
MAX,MAX,8676,FRJ1,KPHL,KRDU,22:18,,,
MAX,MAX,1017,FRJ1,KCLT,KRDU,22:19,,,
VAL,VAL,9564,EJT1,KCLT,KRDU,22:19,,,
VAL,VAL,869,FRJ1,KCLT,KRDU,22:19,,,
MAX,MAX,7167,FRJ1,KBNA,KRDU,22:20,,,
TAB,TAB,4374,EJT1,KAUS,KRDU,22:20,,,
DEN,DEN,2534,FRJ1,KFLL,KRDU,22:24,,,
FRT,FRT,1840,EJT1,KPHL,KRDU,22:25,,,
MAX,MAX,1791,FRJ1,KCLT,KRDU,22:26,,,
TAB,TAB,4088,EJT1,KJFK,KRDU,22:26,,,
TAB,TAB,1751,EJT1,KATL,KRDU,22:27,,,
TAB,TAB,2611,EJT1,KEWR,KRDU,22:28,,,
TAB,TAB,4834,EJT1,KLAX,KRDU,22:28,,,
MAX,MAX,4304,FRJ1,KJFK,KRDU,22:29,,,
MAX,MAX,3116,FRJ1,LFPG,KRDU,22:30,,,
DEN,DEN,8544,EJT1,KEWR,KRDU,22:30,,,
VAL,VAL,4368,EJT1,KSTL,KRDU,22:33,,,
TAB,TAB,2397,EJT1,KLGA,KRDU,22:35,,,
DEN,DEN,4215,EJT1,KLGA,KRDU,22:36,,,
VAL,VAL,336,FRJ1,KCLT,KRDU,22:37,,,
VAL,VAL,1736,EJT1,CYUL,KRDU,22:37,,,
MAX,MAX,3273,FRJ1,KFLL,KRDU,22:37,,,
DEN,DEN,3544,EJT1,KCLT,KRDU,22:37,,,
TAB,TAB,9695,EJT1,KLGA,KRDU,22:38,,,
MAX,MAX,2487,FRJ1,KMCO,KRDU,22:38,,,
DEN,DEN,7675,EJT1,KORD,KRDU,22:39,,,
DEN,DEN,9157,EJT1,KDCA,KRDU,22:40,,,
VAL,VAL,8625,EJT1,KCLT,KRDU,22:40,,,
VAL,VAL,900,BTRP,KCLT,KRDU,22:41,,,
VAL,VAL,6725,EJT1,CYUL,KRDU,22:42,,,
MAX,MAX,8519,FRJ1,KCLT,KRDU,22:42,,,
MAX,MAX,2240,FRJ1,KDEN,KRDU,22:42,,,
VAL,VAL,7737,EJT1,CYUL,KRDU,22:44,,,
MAX,MAX,6495,FRJ1,KEWR,KRDU,22:45,,,
MAX,MAX,3314,FRJ1,KHVN,KRDU,22:45,,,
MAX,MAX,4182,FRJ1,KDFW,KRDU,22:47,,,
VAL,VAL,2625,EJT1,KEWR,KRDU,22:48,,,
MAX,MAX,6991,FRJ1,LFPG,KRDU,22:49,,,
MAX,MAX,7060,FRJ1,KJFK,KRDU,22:49,,,
DEN,DEN,3342,EJT1,KBNA,KRDU,22:52,,,
MAX,MAX,7739,FRJ1,KATL,KRDU,22:52,,,
MAX,MAX,3417,FRJ1,KLGA,KRDU,22:52,,,
VAL,VAL,9582,EJT1,KLAS,KRDU,22:52,,,
MAX,MAX,2809,FRJ1,KJFK,KRDU,22:53,,,
FRT,FRT,94,EJT1,KDCA,KRDU,22:53,,,
VAL,VAL,4358,EJT1,KEWR,KRDU,22:54,,,
VAL,VAL,145,EJT1,KDFW,KRDU,22:55,,,
TAB,TAB,2684,EJT1,KLAS,KRDU,22:55,,,
MAX,MAX,5998,FRJ1,KMCO,KRDU,22:55,,,
VAL,VAL,4288,FRJ1,KEWR,KRDU,22:56,,,
DEN,DEN,787,EJT1,KTPA,KRDU,22:56,,,
TAB,TAB,903,EJT1,KBOS,KRDU,22:58,,,
VAL,VAL,4997,EJT1,KIAH,KRDU,22:58,,,
VAL,VAL,5404,BTRP,KBOS,KRDU,22:59,,,
TAB,TAB,7472,EJT1,KMCO,KRDU,22:59,,,
MAX,MAX,9869,FRJ1,KDCA,KRDU,23:00,,,
MAX,MAX,8381,FRJ1,KILM,KRDU,23:00,,,
TAB,TAB,9492,EJT1,KJFK,KRDU,23:01,,,
FRT,FRT,5217,EJT1,KOAJ,KRDU,23:02,,,
MAX,MAX,3908,FRJ1,KMCO,KRDU,23:02,,,
VAL,VAL,6772,EJT1,KORD,KRDU,23:03,,,
MAX,MAX,7362,FRJ1,KILM,KRDU,23:03,,,
MAX,MAX,3231,FRJ1,KEWR,KRDU,23:04,,,
MAX,MAX,372,FRJ1,KDEN,KRDU,23:04,,,
FRT,FRT,7096,EJT1,KJFK,KRDU,23:04,,,
MAX,MAX,7808,FRJ1,KDCA,KRDU,23:05,,,
MAX,MAX,9802,FRJ1,KMCO,KRDU,23:06,,,
MAX,MAX,4362,FRJ1,KPHL,KRDU,23:08,,,
TAB,TAB,1743,EJT1,KDFW,KRDU,23:09,,,
MAX,MAX,5406,FRJ1,KLAS,KRDU,23:11,,,
MAX,MAX,3081,FRJ1,KTPA,KRDU,23:12,,,
VAL,VAL,3275,EJT1,KMCO,KRDU,23:13,,,
DEN,DEN,8394,EJT1,EGLL,KRDU,23:13,,,
VAL,VAL,5533,FRJ1,KFLL,KRDU,23:14,,,
MAX,MAX,127,FRJ1,KDAL,KRDU,23:14,,,
DEN,DEN,114,EJT1,KEWR,KRDU,23:15,,,
DEN,DEN,9678,EJT1,KMIA,KRDU,23:15,,,
MAX,MAX,7582,FRJ1,KDCA,KRDU,23:16,,,
MAX,MAX,4799,FRJ1,KLGA,KRDU,23:16,,,
VAL,VAL,8480,BTRP,KCLT,KRDU,23:16,,,
MAX,MAX,8216,FRJ1,KMDW,KRDU,23:17,,,
VAL,VAL,9020,EJT1,KIAD,KRDU,23:18,,,
VAL,VAL,2438,BTRP,KLGA,KRDU,23:19,,,
MAX,MAX,7732,FRJ1,KMCO,KRDU,23:20,,,
DEN,DEN,1337,FRJ1,KATL,KRDU,23:20,,,
DEN,DEN,2741,EJT1,KTPA,KRDU,23:21,,,
MAX,MAX,1092,FRJ1,KMLI,KRDU,23:21,,,
VAL,VAL,5841,EJT1,KDAL,KRDU,23:21,,,
MAX,MAX,4313,FRJ1,KJFK,KRDU,23:22,,,
MAX,MAX,4244,FRJ1,KJFK,KRDU,23:22,,,
TAB,TAB,7499,FRJ1,KBNA,KRDU,23:23,,,
DEN,DEN,3153,EJT1,KEWR,KRDU,23:23,,,
TAB,TAB,2402,FRJ1,KDFW,KRDU,23:24,,,
DEN,DEN,968,EJT1,KILM,KRDU,23:25,,,
MAX,MAX,6054,FRJ1,KLGA,KRDU,23:25,,,
MAX,MAX,2437,FRJ1,KLGA,KRDU,23:25,,,
MAX,MAX,6550,FRJ1,KDAL,KRDU,23:26,,,
MAX,MAX,343,FRJ1,KMDW,KRDU,23:26,,,
VAL,VAL,8322,EJT1,KORD,KRDU,23:28,,,
VAL,VAL,4255,EJT1,KCLT,KRDU,23:29,,,
VAL,VAL,8882,EJT1,CYYZ,KRDU,23:29,,,
MAX,MAX,7705,FRJ1,KCLT,KRDU,23:29,,,
MAX,MAX,7628,FRJ1,KAUS,KRDU,23:31,,,
FRT,FRT,6603,EJT1,KPHF,KRDU,23:31,,,
MAX,MAX,9870,FRJ1,KJFK,KRDU,23:31,,,
VAL,VAL,7346,EJT1,KLAX,KRDU,23:31,,,
TAB,TAB,9755,EJT1,KILM,KRDU,23:32,,,
MAX,MAX,8702,FRJ1,KECP,KRDU,23:32,,,
VAL,VAL,1911,FRJ1,CYYZ,KRDU,23:34,,,
TAB,TAB,418,EJT1,KCLT,KRDU,23:35,,,
VAL,VAL,5428,EJT1,KLAX,KRDU,23:35,,,
TAB,TAB,2724,FRJ1,KLGA,KRDU,23:36,,,
MAX,MAX,7751,FRJ1,BIKF,KRDU,23:36,,,
MAX,MAX,4925,FRJ1,KORD,KRDU,23:37,,,
MAX,MAX,5498,FRJ1,KBOS,KRDU,23:37,,,
DEN,DEN,9035,EJT1,KCLT,KRDU,23:37,,,
VAL,VAL,4356,BTRP,KMDW,KRDU,23:39,,,
DEN,DEN,6717,FRJ1,KCLT,KRDU,23:39,,,
MAX,MAX,3962,FRJ1,KCLT,KRDU,23:39,,,
VAL,VAL,50,EJT1,KDCA,KRDU,23:39,,,
TAB,TAB,7498,EJT1,KHVN,KRDU,23:39,,,
VAL,VAL,7906,EJT1,KDEN,KRDU,23:40,,,
TAB,TAB,7164,FRJ1,KLGA,KRDU,23:41,,,
MAX,MAX,122,FRJ1,KBNA,KRDU,23:41,,,
MAX,MAX,5992,FRJ1,KDCA,KRDU,23:42,,,
VAL,VAL,4566,EJT1,KBOS,KRDU,23:42,,,
MAX,MAX,4073,FRJ1,KAUS,KRDU,23:43,,,
VAL,VAL,3763,EJT1,KMSP,KRDU,23:43,,,
VAL,VAL,7241,EJT1,KJFK,KRDU,23:43,,,
MAX,MAX,4585,FRJ1,KCLT,KRDU,23:44,,,
VAL,VAL,8249,EJT1,KCLT,KRDU,23:44,,,
VAL,VAL,8138,EJT1,KCMH,KRDU,23:44,,,
FRT,FRT,9894,EJT1,KMCO,KRDU,23:47,,,
TAB,TAB,4765,EJT1,KBOS,KRDU,23:47,,,
DEN,DEN,3555,FRJ1,KECP,KRDU,23:48,,,
VAL,VAL,28,EJT1,KMCO,KRDU,23:48,,,
VAL,VAL,3708,EJT1,KEWR,KRDU,23:48,,,
MAX,MAX,1221,FRJ1,KATL,KRDU,23:48,,,
VAL,VAL,8494,EJT1,KAUS,KRDU,23:49,,,
VAL,VAL,4557,EJT1,KJFK,KRDU,23:49,,,
VAL,VAL,5542,EJT1,KIND,KRDU,23:50,,,
MAX,MAX,5589,FRJ1,KMDW,KRDU,23:50,,,
MAX,MAX,5499,FRJ1,KATL,KRDU,23:50,,,
TAB,TAB,7725,FRJ1,KEWR,KRDU,23:51,,,
MAX,MAX,9677,FRJ1,KEWR,KRDU,23:52,,,
FRT,FRT,3216,EJT1,KPHF,KRDU,23:53,,,
DEN,DEN,1129,FRJ1,KATL,KRDU,23:54,,,
TAB,TAB,853,EJT1,KSEA,KRDU,23:54,,,
VAL,VAL,3402,EJT1,LFPG,KRDU,23:54,,,
VAL,VAL,8640,BTRP,KBOS,KRDU,23:55,,,
VAL,VAL,9832,EJT1,KMCO,KRDU,23:55,,,
VAL,VAL,6380,BTRP,KEWR,KRDU,23:56,,,
VAL,VAL,8272,EJT1,KJFK,KRDU,23:56,,,
MAX,MAX,6756,FRJ1,KMLI,KRDU,23:56,,,
TAB,TAB,976,EJT1,KSEA,KRDU,23:57,,,
MAX,MAX,541,FRJ1,KBNA,KRDU,23:57,,,
VAL,VAL,7507,EJT1,KPIT,KRDU,23:57,,,
MAX,MAX,611,FRJ1,KILM,KRDU,23:58,,,
FRT,FRT,5305,EJT1,KMCO,KRDU,23:59,,,
MAX,MAX,1461,FRJ1,KRDU,KILM,,04:00,,
DEN,DEN,7325,EJT1,KRDU,KATL,,04:00,,
MAX,MAX,2169,FRJ1,KRDU,KATL,,04:00,,
FRT,FRT,7289,EJT1,KRDU,KATL,,04:01,,
TAB,TAB,2830,EJT1,KRDU,KJFK,,04:02,,
DEN,DEN,2987,EJT1,KRDU,KBNA,,04:03,,
FRT,FRT,1371,EJT1,KRDU,KDFW,,04:03,,
TAB,TAB,5471,EJT1,KRDU,KLAX,,04:03,,
VAL,VAL,5327,FRJ1,KRDU,KBNA,,04:04,,
MAX,MAX,8218,FRJ1,KRDU,KJFK,,04:04,,
MAX,MAX,5496,FRJ1,KRDU,KMIA,,04:05,,
FRT,FRT,5467,AJT0,KRDU,KJFK,,04:07,,
MAX,MAX,1957,FRJ1,KRDU,KAUS,,04:08,,
MAX,MAX,2318,FRJ1,KRDU,KATL,,04:08,,
MAX,MAX,1666,FRJ1,KRDU,KMSP,,04:09,,
MAX,MAX,2397,FRJ1,KRDU,KHVN,,04:09,,
MAX,MAX,6315,FRJ1,KRDU,KAUS,,04:10,,
TAB,TAB,1350,FRJ1,KRDU,KLGA,,04:10,,
MAX,MAX,2944,FRJ1,KRDU,KIAD,,04:11,,
VAL,VAL,2911,FRJ1,KRDU,KMCO,,04:11,,
VAL,VAL,3840,EJT1,KRDU,KDCA,,04:12,,
TAB,TAB,5944,EJT1,KRDU,KLGA,,04:12,,
MAX,MAX,8416,FRJ1,KRDU,KLGA,,04:12,,
MAX,MAX,1758,FRJ1,KRDU,KTPA,,04:12,,
TAB,TAB,1622,EJT1,KRDU,KEWR,,04:14,,
DEN,DEN,8008,EJT1,KRDU,KEWR,,04:16,,
MAX,MAX,2579,FRJ1,KRDU,KDEN,,04:16,,
MAX,MAX,9486,FRJ1,KRDU,KATL,,04:19,,
MAX,MAX,6201,FRJ1,KRDU,KAUS,,04:20,,
VAL,VAL,5916,EJT1,KRDU,KLAS,,04:20,,
FRT,FRT,5221,AJT0,KRDU,KJFK,,04:21,,
FRT,FRT,8565,EJT1,KRDU,KDFW,,04:21,,
MAX,MAX,4081,FRJ1,KRDU,KBNA,,04:21,,
MAX,MAX,8263,FRJ1,KRDU,KIAD,,04:21,,
DEN,DEN,3331,EJT1,KRDU,KDCA,,04:22,,
MAX,MAX,436,FRJ1,KRDU,KLGA,,04:24,,
TAB,TAB,6848,EJT1,KRDU,KJFK,,04:24,,
FRT,FRT,230,EJT1,KRDU,KPHL,,04:24,,
VAL,VAL,9758,EJT1,KRDU,KIAD,,04:25,,
TAB,TAB,5381,EJT1,KRDU,KBOS,,04:25,,
FRT,FRT,8074,EJT1,KRDU,KDCA,,04:26,,
VAL,VAL,423,EJT1,KRDU,KPHX,,04:26,,
TAB,TAB,4336,EJT1,KRDU,KDTW,,04:26,,
VAL,VAL,914,EJT1,KRDU,KFLL,,04:27,,
TAB,TAB,2781,EJT1,KRDU,KBOS,,04:27,,
VAL,VAL,4800,EJT1,KRDU,KEWR,,04:27,,
TAB,TAB,8658,EJT1,KRDU,KMSP,,04:28,,
VAL,VAL,8875,BTRP,KRDU,KDEN,,04:28,,
TAB,TAB,5110,EJT1,KRDU,KATL,,04:28,,
VAL,VAL,4296,EJT1,KRDU,KCLT,,04:28,,
VAL,VAL,3955,EJT1,KRDU,KPHL,,04:28,,
FRT,FRT,330,EJT1,KRDU,KMCO,,04:30,,
MAX,MAX,3082,FRJ1,KRDU,KLAS,,04:31,,
DEN,DEN,7621,EJT1,KRDU,KMIA,,04:31,,
VAL,VAL,1382,EJT1,KRDU,KLAX,,04:32,,
VAL,VAL,3752,EJT1,KRDU,KBOS,,04:33,,
VAL,VAL,5532,EJT1,KRDU,KSTL,,04:34,,
MAX,MAX,1209,FRJ1,KRDU,KLGA,,04:34,,
DEN,DEN,4978,EJT1,KRDU,KJFK,,04:36,,
VAL,VAL,8791,FRJ1,KRDU,CYYZ,,04:36,,
VAL,VAL,5984,EJT1,KRDU,KPHX,,04:36,,
VAL,VAL,9126,BTRP,KRDU,KMDW,,04:37,,
VAL,VAL,2691,EJT1,KRDU,KCLT,,04:37,,
MAX,MAX,9580,FRJ1,KRDU,KMIA,,04:37,,
MAX,MAX,246,FRJ1,KRDU,KCLT,,04:37,,
TAB,TAB,6927,EJT1,KRDU,KATL,,04:38,,
MAX,MAX,7876,FRJ1,KRDU,KMDT,,04:39,,
VAL,VAL,4054,EJT1,KRDU,KDCA,,04:39,,
MAX,MAX,8335,FRJ1,KRDU,KIAD,,04:40,,
VAL,VAL,1962,EJT1,KRDU,KCLT,,04:41,,
VAL,VAL,9467,EJT1,KRDU,KJFK,,04:41,,
VAL,VAL,1121,EJT1,KRDU,KDFW,,04:42,,
MAX,MAX,7529,FRJ1,KRDU,KSFO,,04:43,,
DEN,DEN,5765,EJT1,KRDU,KTPA,,04:44,,
TAB,TAB,5522,EJT1,KRDU,KEWR,,04:45,,
VAL,VAL,4081,EJT1,KRDU,KBOS,,04:45,,
VAL,VAL,845,FRJ1,KRDU,KFLL,,04:46,,
TAB,TAB,8841,FRJ1,KRDU,CYYZ,,04:47,,
MAX,MAX,3209,FRJ1,KRDU,KEWR,,04:48,,
MAX,MAX,3921,FRJ1,KRDU,KEWR,,04:50,,
MAX,MAX,612,FRJ1,KRDU,KDFW,,04:53,,
TAB,TAB,1091,EJT1,KRDU,KIAD,,04:54,,
VAL,VAL,1232,EJT1,KRDU,KMSP,,04:54,,
MAX,MAX,1961,FRJ1,KRDU,KPHX,,04:54,,
MAX,MAX,4892,FRJ1,KRDU,KDCA,,04:55,,
MAX,MAX,5483,FRJ1,KRDU,KMDW,,04:56,,
MAX,MAX,6459,FRJ1,KRDU,KLAS,,04:56,,
TAB,TAB,6882,EJT1,KRDU,KDEN,,04:57,,
TAB,TAB,9578,EJT1,KRDU,KDCA,,04:58,,
TAB,TAB,4903,EJT1,KRDU,KLGA,,04:59,,
DEN,DEN,5639,EJT1,KRDU,KTPA,,04:59,,
TAB,TAB,5251,EJT1,KRDU,KATL,,04:59,,
VAL,VAL,967,FRJ1,KRDU,KIAH,,05:00,,
MAX,MAX,9397,FRJ1,KRDU,KDAL,,05:01,,
MAX,MAX,8947,FRJ1,KRDU,KDCA,,05:01,,
MAX,MAX,7731,FRJ1,KRDU,KLGA,,05:01,,
MAX,MAX,4755,FRJ1,KRDU,KBNA,,05:01,,
DEN,DEN,668,FRJ1,KRDU,KJFK,,05:02,,
MAX,MAX,5853,FRJ1,KRDU,KDTW,,05:02,,
DEN,DEN,6924,EJT1,KRDU,KORD,,05:04,,
VAL,VAL,4604,EJT1,KRDU,CYYZ,,05:05,,
MAX,MAX,3149,FRJ1,KRDU,KILM,,05:06,,
MAX,MAX,4828,FRJ1,KRDU,KDFW,,05:06,,
MAX,MAX,2834,FRJ1,KRDU,KLGA,,05:06,,
MAX,MAX,7144,FRJ1,KRDU,KMIA,,05:07,,
VAL,VAL,5552,EJT1,KRDU,KDCA,,05:09,,
MAX,MAX,1857,FRJ1,KRDU,KDEN,,05:10,,
MAX,MAX,5859,FRJ1,KRDU,KEWR,,05:12,,
VAL,VAL,9671,EJT1,KRDU,KJFK,,05:12,,
VAL,VAL,4688,EJT1,KRDU,KPHL,,05:13,,
FRT,FRT,2367,EJT1,KRDU,KPHL,,05:13,,
MAX,MAX,1769,FRJ1,KRDU,KLGA,,05:13,,
MAX,MAX,4871,FRJ1,KRDU,KTPA,,05:13,,
VAL,VAL,5372,EJT1,KRDU,KPHX,,05:16,,
MAX,MAX,8036,FRJ1,KRDU,KEWR,,05:17,,
FRT,FRT,1460,EJT1,KRDU,KPHL,,05:18,,
MAX,MAX,7619,FRJ1,KRDU,KJFK,,05:18,,
MAX,MAX,5354,FRJ1,KRDU,KJFK,,05:19,,
TAB,TAB,1444,EJT1,KRDU,KHVN,,05:19,,
TAB,TAB,1417,FRJ1,KRDU,CYYZ,,05:20,,
TAB,TAB,7172,FRJ1,KRDU,KDCA,,05:21,,
VAL,VAL,8756,EJT1,KRDU,KBOS,,05:21,,
VAL,VAL,7058,EJT1,KRDU,KDCA,,05:22,,
TAB,TAB,3828,FRJ1,KRDU,KBOS,,05:22,,
MAX,MAX,5870,FRJ1,KRDU,KPHL,,05:23,,
FRT,FRT,2218,EJT1,KRDU,KDFW,,05:24,,
FRT,FRT,8132,EJT1,KRDU,KLGA,,05:24,,
DEN,DEN,6817,FRJ1,KRDU,KCLT,,05:26,,
MAX,MAX,7791,FRJ1,KRDU,KBNA,,05:26,,
MAX,MAX,9325,FRJ1,KRDU,KSFO,,05:26,,
MAX,MAX,177,FRJ1,KRDU,KDCA,,05:27,,
MAX,MAX,2988,FRJ1,KRDU,KMIA,,05:27,,
MAX,MAX,6285,FRJ1,KRDU,KMIA,,05:27,,
MAX,MAX,9316,FRJ1,KRDU,KMIA,,05:28,,
VAL,VAL,72,BTRP,KRDU,KCLT,,05:29,,
MAX,MAX,7942,FRJ1,KRDU,KMIA,,05:30,,
MAX,MAX,6403,FRJ1,KRDU,KJFK,,05:30,,
TAB,TAB,9127,EJT1,KRDU,KMCO,,05:31,,
TAB,TAB,7747,FRJ1,KRDU,KBOS,,05:31,,
MAX,MAX,9931,FRJ1,KRDU,KATL,,05:32,,
VAL,VAL,4603,BTRP,KRDU,KBOS,,05:32,,
DEN,DEN,1023,EJT1,KRDU,KEWR,,05:34,,
MAX,MAX,9906,FRJ1,KRDU,KDCA,,05:34,,
VAL,VAL,216,EJT1,KRDU,KSDF,,05:35,,
MAX,MAX,3482,FRJ1,KRDU,KMIA,,05:35,,
MAX,MAX,6096,FRJ1,KRDU,KORD,,05:36,,
MAX,MAX,4025,FRJ1,KRDU,KBOS,,05:37,,
MAX,MAX,912,FRJ1,KRDU,KMIA,,05:37,,
MAX,MAX,6272,FRJ1,KRDU,KATL,,05:38,,
VAL,VAL,7136,EJT1,KRDU,TJSJ,,05:39,,
MAX,MAX,5313,FRJ1,KRDU,KIAD,,05:39,,
TAB,TAB,4410,FRJ1,KRDU,KBOS,,05:39,,
MAX,MAX,5507,FRJ1,KRDU,KFLL,,05:39,,
VAL,VAL,7432,EJT1,KRDU,TJSJ,,05:40,,
MAX,MAX,1784,FRJ1,KRDU,KORD,,05:40,,
VAL,VAL,6090,EJT1,KRDU,KBOS,,05:41,,
TAB,TAB,1001,FRJ1,KRDU,CYYZ,,05:42,,
FRT,FRT,6964,EJT1,KRDU,KOAJ,,05:44,,
MAX,MAX,7420,FRJ1,KRDU,KBOS,,05:45,,
MAX,MAX,5040,FRJ1,KRDU,KDCA,,05:45,,
MAX,MAX,8068,FRJ1,KRDU,KDFW,,05:46,,
VAL,VAL,347,EJT1,KRDU,KDAL,,05:47,,
VAL,VAL,4511,BTRP,KRDU,KBOS,,05:47,,
VAL,VAL,9379,EJT1,KRDU,KBOS,,05:48,,
MAX,MAX,5484,FRJ1,KRDU,KATL,,05:48,,
VAL,VAL,5554,EJT1,KRDU,KCLT,,05:48,,
MAX,MAX,5301,FRJ1,KRDU,KORD,,05:49,,
DEN,DEN,95,FRJ1,KRDU,KJFK,,05:50,,
MAX,MAX,5056,FRJ1,KRDU,KMIA,,05:50,,
MAX,MAX,8492,FRJ1,KRDU,KHVN,,05:50,,
MAX,MAX,7607,FRJ1,KRDU,KMDW,,05:52,,
TAB,TAB,1512,EJT1,KRDU,KLGA,,05:52,,
MAX,MAX,6814,FRJ1,KRDU,KCLT,,05:53,,
MAX,MAX,6149,FRJ1,KRDU,KCLT,,05:53,,
DEN,DEN,8850,EJT1,KRDU,KEWR,,05:54,,
VAL,VAL,6843,EJT1,KRDU,KPHX,,05:54,,
VAL,VAL,556,EJT1,KRDU,KMSP,,05:55,,
TAB,TAB,2388,EJT1,KRDU,KLAS,,05:55,,
DEN,DEN,6122,EJT1,KRDU,KIAH,,05:55,,
MAX,MAX,5905,FRJ1,KRDU,KPHL,,05:56,,
MAX,MAX,1519,FRJ1,KRDU,KMIA,,05:56,,
VAL,VAL,2190,FRJ1,KRDU,KTPA,,05:57,,
VAL,VAL,4864,FRJ1,KRDU,KTPA,,05:57,,
VAL,VAL,8578,BTRP,KRDU,KPHL,,05:57,,
MAX,MAX,778,FRJ1,KRDU,KMIA,,05:58,,
TAB,TAB,1884,EJT1,KRDU,KJFK,,05:58,,
MAX,MAX,8288,FRJ1,KRDU,KBOS,,05:59,,
DEN,DEN,1852,EJT1,KRDU,KEWR,,05:59,,
VAL,VAL,5403,EJT1,KRDU,TJSJ,,05:59,,
VAL,VAL,2163,EJT1,KRDU,KDCA,,06:00,,
VAL,VAL,2821,EJT1,KRDU,KEWR,,06:01,,
VAL,VAL,2512,EJT1,KRDU,KFLL,,06:01,,
MAX,MAX,9563,FRJ1,KRDU,KDCA,,06:01,,
